idcode,year,birth_yr,age,race,msp,nev_mar,grade,collgrad,not_smsa,c_city,south,ind_code,occ_code,union,wks_ue,ttl_exp,tenure,hours,wks_work,ln_wage
16,77,48,28,white,1,0,15,0,0,0,0,11,1,0,0,5.3076925,2.4166667,40,52,1.9353597
16,78,48,29,white,1,0,15,0,0,0,0,11,1,0,0,6.3269229,3.4166667,40,53,2.0186203
16,80,48,31,white,1,0,15,0,0,0,0,11,2,0,,8.2115383,5.4166665,40,98,1.9796462
16,82,48,33,white,1,0,15,0,0,0,0,11,1,0,,10.096154,7.4166665,40,98,2.128231
16,83,48,34,white,1,0,15,0,0,0,0,11,1,0,0,11.096154,8.416667,40,52,2.1713836
16,85,48,36,white,1,0,15,0,0,0,0,11,1,0,,13.096154,10.5,40,104,2.2539291
16,87,48,38,white,1,0,15,0,0,0,0,11,1,0,,15.096154,12.5,40,104,2.6441796
16,88,48,40,white,1,0,15,0,0,0,0,11,1,0,0,16.384615,13.833333,40,67,2.7397485
17,70,48,21,white,0,1,15,1,0,0,0,11,1,0,0,.51923078,.5,40,27,2.0000293
17,71,48,22,white,0,1,15,1,0,0,0,11,1,0,0,1.4615386,1.4166666,40,49,1.9544634
17,72,48,23,white,1,0,15,1,0,0,0,11,1,0,0,2.3333333,2.3333333,40,26,2.0831819
17,73,48,24,white,1,0,15,1,0,0,0,11,1,0,0,3.4166667,3.4166667,24,54,2.6470895
17,77,48,28,white,1,0,15,1,0,1,0,11,1,0,0,6.4166665,6.4166665,24,8,2.0391016
17,87,48,38,white,1,0,15,1,0,1,0,11,1,0,0,8.9935894,3.3333333,30,76,2.3720238
18,77,48,28,white,1,0,15,0,0,0,0,6,3,0,0,1.5192308,.91666669,23,40,1.237874
18,85,48,36,white,1,0,15,0,0,0,0,6,5,0,,4.3333335,4.3333335,40,104,1.5389072
18,87,48,38,white,1,0,15,0,0,0,0,6,5,0,,6.3333335,6.3333335,40,104,1.6293058
18,88,48,40,white,1,0,15,0,0,0,0,6,5,0,0,7.75,7.75,40,72,1.6550792
19,70,48,21,white,0,1,15,0,0,0,0,11,1,0,0,.5,.5,40,19,2.0187805
19,71,48,22,white,0,1,15,0,0,1,0,11,1,0,0,1.5576923,1.5,40,55,2.0420008
19,72,48,23,white,1,0,15,0,0,1,0,11,1,0,0,2.4230769,2.4166667,40,45,1.7730269
19,73,48,24,white,1,0,15,0,0,1,0,11,1,,2,3.403846,2.9166667,40,51,1.7981628
19,75,48,26,white,1,0,15,0,0,1,0,11,1,,0,4.2307692,1.75,40,43,1.9327927
19,78,48,29,white,1,0,15,0,0,1,0,11,1,0,0,5.0576921,.91666669,12,43,1.7809941
19,80,48,31,white,1,0,15,0,0,1,0,11,1,0,,6.9423075,2.8333333,25,98,1.7041177
19,82,48,33,white,1,0,15,0,0,1,0,11,8,0,,8.8269234,4.8333335,22,98,1.8115619
19,83,48,34,white,1,0,15,0,0,1,0,11,1,0,,8.8269234,.16666667,43,,2.1391046
19,85,48,36,white,0,0,15,0,0,1,0,11,1,0,,10.826923,2.1666667,43,104,2.1928341
19,87,48,38,white,0,0,15,0,0,0,0,11,1,0,,12.826923,4.1666665,40,104,2.2848706
19,88,48,40,white,0,0,15,0,0,0,0,11,1,1,0,14.211538,5.5833335,40,72,2.3185594
20,70,48,21,white,0,1,15,0,0,0,0,11,1,0,0,.5,.5,40,26,2.0187805
20,71,48,22,white,0,1,15,0,0,0,0,11,1,0,0,1.5,1.5,40,52,2.0816658
20,72,48,23,white,0,1,15,0,0,0,0,11,1,0,0,2.4038463,.33333334,40,47,2.1172609
20,73,48,24,white,1,0,15,0,0,0,0,11,1,1,0,3.4423077,1.4166666,40,54,2.099896
20,75,48,26,white,1,0,15,0,0,0,0,11,1,,0,4.4423075,3.4166667,40,52,2.0823932
20,77,48,28,white,1,0,15,0,0,0,0,11,1,0,0,5.4166665,5.4166665,40,40,2.1005802
20,78,48,29,white,1,0,15,0,0,0,0,11,1,0,0,6.4935894,6.4166665,16,56,1.9903961
20,80,48,31,white,1,0,15,0,0,0,0,11,1,0,,8.3782043,2,16,98,1.9586951
20,82,48,33,white,1,0,15,0,0,0,0,11,1,0,0,9.916666,3.5833333,16,80,1.9273149
20,83,48,34,white,1,0,15,0,0,0,0,11,1,1,0,10.666666,.75,14,39,2.0688183
20,85,48,36,white,1,0,15,0,0,0,0,11,1,1,,12.51282,1.3333334,16,96,2.1928341
20,87,48,38,white,1,0,15,0,0,0,0,11,1,0,,14.51282,3.25,16,104,2.2189126
20,88,48,39,white,1,0,15,0,0,0,0,11,1,1,0,15.858974,4.6666665,4,70,2.2681837
21,70,48,21,white,0,1,15,0,1,0,0,11,1,,0,.38461539,.33333334,40,20,1.9075546
21,72,48,23,white,1,0,15,0,0,0,0,11,1,0,0,1.75,1.75,38,53,2.2083449
21,73,48,24,white,1,0,15,0,0,0,0,11,1,0,0,2.7692308,2.75,38,53,2.1940827
21,75,48,26,white,1,0,15,0,0,0,0,11,1,,0,3.4230771,1.1666666,24,34,1.910543
21,85,48,36,white,1,0,15,0,0,0,0,11,3,0,0,10,10,18,,.98552239
22,69,47,21,white,0,1,15,0,0,0,0,11,1,,0,.42307693,.41666666,40,22,1.9493881
22,70,47,22,white,0,1,15,0,0,0,0,11,1,0,0,1.4230769,1.4166666,40,52,1.971228
22,71,47,23,white,1,0,15,0,0,1,0,11,1,0,0,2.4166667,2.4166667,40,51,2.0420008
22,72,47,24,white,1,0,15,0,0,1,0,11,1,0,,2.4166667,.41666666,40,,2.3216734
22,73,47,25,white,1,0,15,0,0,1,0,11,1,0,0,3.4358974,1.4166666,40,53,2.3205674
22,75,47,27,white,1,0,15,0,0,0,0,11,1,,1,4.1858974,.083333336,40,39,2.3160081
22,77,47,29,white,1,0,15,0,0,0,0,11,1,0,0,4.8782053,2.0833333,24,36,2.1295154
22,78,47,30,white,1,0,15,0,0,0,0,11,1,0,0,5.8589745,3.0833333,24,51,2.0568414
22,80,47,32,white,1,0,15,0,0,0,0,11,1,0,,7.7435899,5.0833335,24,98,2.1601057
22,82,47,34,white,1,0,15,0,0,0,0,11,1,0,,9.6282053,7.0833335,24,98,2.209372
22,85,47,37,white,1,0,15,0,0,0,0,11,1,0,,11.628205,10,20,104,2.2520454
22,87,47,39,white,1,0,15,0,0,0,0,11,1,0,,13.628205,1.5,32,104,2.0070679
22,88,47,41,white,1,0,15,0,0,0,0,11,1,0,0,15.012821,3,32,72,2.2036452
23,75,46,28,white,1,0,15,1,1,0,0,4,1,,0,5.7692313,.16666667,40,15,1.910543
23,77,46,30,white,1,0,15,1,1,0,0,4,1,0,0,6.3846159,1.6666666,40,32,1.8546993
23,82,46,35,white,1,0,15,1,1,0,0,11,1,0,,8.9230776,1.5833334,15,78,1.8562976
23,83,46,36,white,1,0,15,1,1,0,0,11,1,0,0,9.9615393,2.5833333,10,54,1.8737952
23,87,46,40,white,1,0,15,1,1,0,0,11,1,0,,13.961539,6.6666665,40,104,1.7964861
23,88,46,42,white,1,0,15,1,1,0,0,11,1,0,0,15.346155,8.083333,45,72,2.0858622
24,68,46,21,white,1,0,14,1,0,0,0,11,1,,0,.58333331,.58333331,40,19,1.3722001
24,69,46,22,white,1,0,14,1,0,0,0,11,1,,0,1.5833333,.66666669,40,52,1.9493881
24,70,46,23,white,1,0,14,1,0,0,0,11,1,0,0,2.6217947,1.6666666,40,54,2.0000293
24,71,46,24,white,1,0,14,1,0,0,0,11,1,,0,2.679487,1.75,40,3,2.0875666
24,72,46,25,white,1,0,14,1,0,0,0,11,1,0,0,3.5064101,.75,16,43,2.0990551
24,73,46,26,white,1,0,14,1,0,0,0,11,1,0,0,4.5064101,1.8333334,16,52,2.0388083
24,75,46,28,white,1,0,14,1,0,0,0,11,1,,0,5.083333,3.8333333,16,30,1.8800836
24,77,46,30,white,1,0,14,1,0,0,0,11,1,0,0,5.2756405,.33333334,16,10,1.8061476
24,78,46,31,white,1,0,14,1,0,0,0,11,1,0,0,6.3525639,1.4166666,16,56,1.8579543
24,80,46,33,white,1,0,14,1,0,0,0,11,1,1,,8.2371788,3.25,16,98,1.9986045
24,82,46,35,white,1,0,14,1,0,0,0,11,1,0,,10.121794,5.25,24,98,2.1621723
24,83,46,36,white,1,0,14,1,0,0,0,11,1,0,0,11.121794,0,24,52,2.1196868
24,85,46,38,white,1,0,14,1,0,0,0,11,1,0,,13.121794,0,24,104,2.3079464
24,87,46,40,white,1,0,14,1,0,0,0,11,1,0,,15.121794,2,24,104,2.3867352
24,88,46,41,white,1,0,14,1,0,0,0,11,1,0,0,16.467947,3.4166667,24,70,2.4064951
25,68,46,22,white,1,0,14,1,0,1,0,11,1,,0,.5,.5,40,20,1.8856028
25,69,46,23,white,1,0,14,1,0,1,0,11,1,,0,1.5,1.5,40,52,1.9902104
25,70,46,24,white,1,0,14,1,0,1,0,11,1,0,0,2.5384617,2.5,40,54,2.0432465
25,71,46,25,white,1,0,14,1,0,1,0,11,1,,0,3.1538463,2.8333333,40,32,2.1680541
25,75,46,29,white,1,0,14,1,0,1,0,11,1,,0,5.7692308,1.5,24,52,2.0781736
25,77,46,30,white,1,0,14,1,0,1,0,11,1,0,0,6.7692308,3.4166667,24,52,2.1097133
25,78,46,32,white,1,0,14,1,0,1,0,11,1,0,0,7.8076925,4.5,24,54,2.1157839
25,80,46,33,white,1,0,14,1,0,1,0,11,8,0,,9.6923084,6.4166665,24,98,2.0968978
25,82,46,35,white,1,0,14,1,0,1,0,11,1,0,,11.576923,8.416667,24,98,2.226783
25,83,46,36,white,1,0,14,1,0,1,0,11,1,0,0,12.576923,0,24,52,2.3111935
25,85,46,38,white,1,0,14,1,0,1,0,11,1,0,,14.576923,2,24,104,2.1540928
25,87,46,41,white,1,0,14,1,0,1,0,11,1,0,,16.576923,4.0833335,40,104,2.2668359
25,88,46,42,white,1,0,14,1,0,1,0,11,1,0,0,17.75,5.4166665,40,61,2.259815
26,68,44,23,white,0,1,14,1,0,0,0,11,1,,0,.5,.5,40,20,1.9345772
26,69,44,24,white,0,1,14,1,0,0,0,11,1,,0,1.5,1.5,40,52,2.1328664
26,70,44,25,white,0,1,14,1,0,0,0,11,1,0,0,2.5384617,2.5,40,54,2.0432465
26,71,44,26,white,0,1,14,1,1,0,0,11,1,0,0,3.5192308,3.5,40,51,2.1224883
26,83,44,38,white,1,0,14,1,1,0,0,11,2,0,0,10.442307,3.1666667,21,51,1.1537404
26,87,44,42,white,1,0,14,1,1,0,0,11,13,0,,14.25,2.5833333,30,104,1.9017074
27,68,46,22,white,0,1,14,1,0,0,0,11,1,,0,.41666666,.41666666,40,13,1.9917357
27,69,46,23,white,0,1,14,1,0,0,0,11,1,,0,1.4166666,1.3333334,40,52,1.9902104
27,70,46,24,white,0,1,14,1,0,0,0,11,1,0,0,2.4551282,2.3333333,40,54,2.1680541
27,71,46,25,white,0,1,14,1,0,0,0,11,1,0,0,3.4166665,3.3333333,40,50,2.1224883
29,69,48,20,white,1,0,13,0,0,0,1,7,3,,0,.67307693,.66666669,30,35,1.9318749
29,70,48,21,white,1,0,13,0,0,0,0,7,3,,6,1.3461539,1,40,35,1.7288455
29,71,48,22,white,1,0,13,0,0,0,0,7,1,0,0,2.2884617,.91666669,35,49,2.111764
29,72,48,23,white,1,0,13,0,0,0,0,7,3,0,0,3.3653846,2,38,56,1.6737087
30,70,50,19,white,1,0,8,0,0,1,0,4,6,,0,2.6666667,2.6666667,40,9,1.4793844
30,71,50,20,white,1,0,8,0,0,1,0,9,6,,5,3.2435899,.58333331,40,30,1.5394455
30,72,50,21,white,1,0,8,0,0,1,0,9,6,1,5,3.7435899,.58333331,42,26,1.5767901
30,73,50,22,white,1,0,8,0,0,1,0,9,3,,8,4.2051282,1.1666666,40,24,1.0615302
30,77,50,26,white,1,0,8,0,0,1,0,6,4,0,0,4.3974357,.083333336,20,5,1.6773648
30,82,50,31,white,1,0,8,0,0,1,0,4,6,0,0,4.9551277,.58333331,40,29,1.4109865
30,83,50,32,white,1,0,8,0,0,1,0,4,6,0,2,5.8782048,1.5,40,48,1.382926
33,68,46,22,white,1,0,12,0,0,1,0,4,6,,8,.84615386,0,40,44,1.565217
35,82,52,29,white,1,0,11,0,0,1,0,9,7,0,37,2.8589742,1.1666666,8,61,1.1314017
36,70,51,18,white,0,1,12,0,0,0,0,6,3,,0,2.6474359,2,5,51,1.7670667
36,71,51,19,white,0,1,12,0,0,0,0,4,3,,0,3.6282051,1.3333334,40,51,1.5977139
36,72,51,20,white,0,1,12,0,0,0,0,6,3,,0,4.6089745,1.1666666,27,51,1.3015075
36,73,51,21,white,0,1,12,0,0,0,0,6,3,0,0,5.6474361,1.1666666,40,54,1.6174701
36,75,51,23,white,0,1,12,0,0,0,0,11,3,,0,6.6474361,.91666669,35,52,2.0865943
36,77,51,25,white,0,1,12,0,0,0,0,4,6,1,3,7.5897436,.66666669,56,49,2.2628245
36,78,51,26,white,0,1,12,0,0,0,0,4,6,1,0,8.5897436,1.6666666,56,52,2.3219492
36,88,51,37,white,0,1,12,0,0,0,0,8,4,,0,15.935898,.91666669,40,69,1.4304553
37,68,48,19,white,1,0,12,0,0,1,0,4,6,,1,1.4166666,1.4166666,40,51,1.4163717
37,69,48,20,white,1,0,12,0,0,1,0,4,6,,16,2.1089745,.83333331,40,36,1.2970632
37,70,48,22,white,1,0,12,0,0,1,0,4,6,,0,2.3974359,1.1666666,40,15,1.2970632
38,68,44,23,white,1,0,12,0,0,1,0,4,6,,21,1.5,1.5,40,31,1.7537248
38,69,44,24,white,1,0,12,0,0,0,0,4,6,,2,2.4230769,2.4166667,40,48,1.7544876
38,70,44,25,white,1,0,12,0,0,0,0,4,6,,0,3.5,2.5,40,56,1.7544876
38,71,44,26,white,1,0,12,0,0,0,0,9,8,0,0,4.6153846,2.0833333,25,58,1.4938796
