idcode,year,birth_yr,age,race,msp,nev_mar,grade,collgrad,not_smsa,c_city,south,ind_code,occ_code,union,wks_ue,ttl_exp,tenure,hours,wks_work,ln_wage
9,78,51,26,1,1,0,12,0,0,1,0,5,3,1,0,8.64102554321289,8.583333015441895,40,55,2.1140987873077393
9,80,51,28,1,0,0,12,0,0,1,0,5,3,1,NA,10.525640487670898,10.5,40,98,2.1137757301330566
9,82,51,30,1,0,0,12,0,0,1,0,5,3,1,NA,12.583333015441895,12.583333015441895,40,98,2.312535285949707
9,83,51,31,1,0,0,12,0,0,1,0,5,3,1,0,13.583333015441895,13.5,40,52,2.3485803604125977
9,85,51,33,1,0,0,12,0,0,1,0,5,2,1,NA,15.583333015441895,15.5,40,104,2.3734872341156006
9,87,51,35,1,0,0,12,0,0,1,0,5,2,1,NA,17.583332061767578,17.5,40,104,2.368898630142212
9,88,51,37,1,0,0,12,0,0,1,0,5,2,1,0,19.044870376586914,19,40,76,2.3505313396453857
10,69,51,17,1,0,1,10,0,0,1,0,4,6,NA,0,0.4166666567325592,0.4166666567325592,40,16,1.3616013526916504
10,70,51,18,1,0,1,10,0,0,1,0,4,6,0,0,1.4551281929016113,1.4166666269302368,40,54,1.4614837169647217
10,71,51,19,1,0,1,10,0,0,1,0,4,6,0,0,2.4551281929016113,2.4166667461395264,40,52,1.6116626262664795
10,72,51,20,1,0,0,10,0,0,1,0,NA,6,NA,0,3.25,3.25,40,7,1.3015074729919434
10,75,51,23,1,1,0,10,0,0,1,0,4,6,NA,6,3.5,0.8333333134651184,40,13,1.3913487195968628
10,77,51,25,1,1,0,10,0,0,0,0,4,6,0,49,3.557692289352417,0,40,3,1.3212559223175049
10,78,51,26,1,1,0,10,0,0,1,0,4,6,NA,15,3.634615421295166,0.0833333358168602,40,4,1.4165661334991455
10,80,51,28,1,1,0,10,0,0,1,0,6,4,0,0,3.961538553237915,0.4166666567325592,40,17,1.275272011756897
10,82,51,30,1,1,0,10,0,0,1,0,6,4,0,0,5,0.0833333358168602,40,54,0.7974493503570557
12,87,47,39,1,1,0,18,1,0,0,0,11,2,0,NA,14.384614944458008,12.833333015441895,40,104,3.0007362365722656
12,88,47,40,1,1,0,18,1,0,0,0,11,2,0,0,15.557692527770996,14.166666984558105,45,61,2.8452649116516113
13,70,47,22,1,1,0,14,0,0,0,0,11,1,NA,0,2.019230842590332,0.5833333134651184,40,53,1.9528543949127197
13,71,47,23,1,1,0,14,0,0,0,0,11,1,0,0,3,1.4166666269302368,40,51,1.9544633626937866
13,73,47,25,1,1,0,14,0,0,0,0,11,1,0,2,3.865384578704834,0.1666666716337204,20,11,1.8643298149108887
13,75,47,27,1,1,0,14,0,0,0,0,11,3,NA,0,4.615384578704834,2.1666667461395264,24,39,2.094945192337036
13,78,47,30,1,1,0,14,0,0,0,0,11,1,0,1,5.519230842590332,0.9166666865348816,20,47,2.1258344650268555
13,80,47,32,1,1,0,14,0,0,0,0,11,1,1,0,7.365384578704834,NA,40,96,2.050445556640625
13,82,47,34,1,1,0,14,0,0,0,0,11,3,0,NA,8.365384101867676,1,3,52,2.1198627948760986
13,83,47,35,1,1,0,14,0,0,0,0,11,3,0,0,9.365384101867676,2,2,52,2.6678683757781982
13,85,47,37,1,1,0,14,0,0,0,0,11,3,0,NA,10.769230842590332,2.1666667461395264,1,73,3.5791285037994385
13,87,47,39,1,1,0,14,0,0,0,0,11,3,0,NA,12.769230842590332,4,15,104,1.6788766384124756
13,88,47,40,1,1,0,14,0,0,0,0,11,3,0,0,14.25,5.5,8,77,2.5713698863983154
14,87,47,39,1,1,0,15,0,0,0,0,11,1,0,NA,6.057692527770996,0.8333333134651184,36,96,2.143404722213745
14,88,47,40,1,1,0,15,0,0,0,0,11,1,0,0,7.384615421295166,2.25,50,69,2.0471208095550537
15,77,48,28,1,1,0,16,1,0,0,0,11,1,0,0,6.557692050933838,2,24,52,2.2050232887268066
15,78,48,29,1,1,0,16,1,0,1,0,11,1,NA,0,7.538461685180664,2.8333332538604736,40,51,2.340595006942749
15,80,48,31,1,1,0,16,1,0,0,0,11,1,1,1,8.769230842590332,0.0833333358168602,35,64,2.3835155963897705
15,82,48,33,1,1,0,16,1,0,0,0,11,1,1,NA,10.65384578704834,2.0833332538604736,28,98,2.5392367839813232
15,83,48,34,1,1,0,16,1,0,0,0,11,1,1,0,10.961538314819336,3,24,16,2.485546827316284
15,85,48,36,1,1,0,16,1,0,0,0,11,1,1,0,12.692307472229004,5,12,90,2.3079464435577393
15,87,48,38,1,1,0,16,1,0,0,0,11,1,1,0,14.461538314819336,7,24,92,2.81374454498291
15,88,48,39,1,1,0,16,1,0,0,0,11,1,1,0,15.769230842590332,8.416666984558105,16,68,2.8211097717285156
16,70,48,21,1,0,1,15,0,0,1,0,11,1,0,0,0.5192307829856873,0.5,40,27,2.0432465076446533
16,71,48,22,1,0,1,15,0,0,1,0,11,1,NA,0,1.365384578704834,0.6666666865348816,40,44,1.984131097793579
16,72,48,23,1,0,1,15,0,0,0,0,11,1,0,0,2.346153736114502,1.6666666269302368,38,51,2.0113277435302734
16,73,48,24,1,0,1,15,0,0,0,0,11,1,0,0,3.307692289352417,2.8333332538604736,38,50,2.0874736309051514
16,75,48,26,1,0,1,15,0,0,0,0,11,1,NA,0,4.307692527770996,0.5,40,52,1.8325811624526978
16,77,48,28,1,1,0,15,0,0,0,0,11,1,0,0,5.307692527770996,2.4166667461395264,40,52,1.9353597164154053
16,78,48,29,1,1,0,15,0,0,0,0,11,1,0,0,6.32692289352417,3.4166667461395264,40,53,2.018620252609253
16,80,48,31,1,1,0,15,0,0,0,0,11,2,0,NA,8.211538314819336,5.416666507720947,40,98,1.9796462059020996
16,82,48,33,1,1,0,15,0,0,0,0,11,1,0,NA,10.09615421295166,7.416666507720947,40,98,2.1282310485839844
16,83,48,34,1,1,0,15,0,0,0,0,11,1,0,0,11.09615421295166,8.416666984558105,40,52,2.1713836193084717
16,85,48,36,1,1,0,15,0,0,0,0,11,1,0,NA,13.09615421295166,10.5,40,104,2.2539291381835938
16,87,48,38,1,1,0,15,0,0,0,0,11,1,0,NA,15.09615421295166,12.5,40,104,2.644179582595825
16,88,48,40,1,1,0,15,0,0,0,0,11,1,0,0,16.384614944458008,13.833333015441895,40,67,2.739748477935791
17,70,48,21,1,0,1,15,1,0,0,0,11,1,0,0,0.5192307829856873,0.5,40,27,2.0000293254852295
17,71,48,22,1,0,1,15,1,0,0,0,11,1,0,0,1.461538553237915,1.4166666269302368,40,49,1.9544633626937866
17,72,48,23,1,1,0,15,1,0,0,0,11,1,0,0,2.3333332538604736,2.3333332538604736,40,26,2.083181858062744
17,73,48,24,1,1,0,15,1,0,0,0,11,1,0,0,3.4166667461395264,3.4166667461395264,24,54,2.6470894813537598
17,77,48,28,1,1,0,15,1,0,1,0,11,1,0,0,6.416666507720947,6.416666507720947,24,8,2.0391016006469727
17,87,48,38,1,1,0,15,1,0,1,0,11,1,0,0,8.993589401245117,3.3333332538604736,30,76,2.372023820877075
18,77,48,28,1,1,0,15,0,0,0,0,6,3,0,0,1.519230842590332,0.9166666865348816,23,40,1.2378740310668945
18,85,48,36,1,1,0,15,0,0,0,0,6,5,0,NA,4.333333492279053,4.333333492279053,40,104,1.5389071702957153
18,87,48,38,1,1,0,15,0,0,0,0,6,5,0,NA,6.333333492279053,6.333333492279053,40,104,1.6293058395385742
18,88,48,40,1,1,0,15,0,0,0,0,6,5,0,0,7.75,7.75,40,72,1.6550792455673218
19,70,48,21,1,0,1,15,0,0,0,0,11,1,0,0,0.5,0.5,40,19,2.018780469894409
19,71,48,22,1,0,1,15,0,0,1,0,11,1,0,0,1.557692289352417,1.5,40,55,2.0420007705688477
19,72,48,23,1,1,0,15,0,0,1,0,11,1,0,0,2.423076868057251,2.4166667461395264,40,45,1.773026943206787
19,73,48,24,1,1,0,15,0,0,1,0,11,1,NA,2,3.403846025466919,2.9166667461395264,40,51,1.798162817955017
19,75,48,26,1,1,0,15,0,0,1,0,11,1,NA,0,4.230769157409668,1.75,40,43,1.9327926635742188
19,78,48,29,1,1,0,15,0,0,1,0,11,1,0,0,5.057692050933838,0.9166666865348816,12,43,1.7809940576553345
19,80,48,31,1,1,0,15,0,0,1,0,11,1,0,NA,6.942307472229004,2.8333332538604736,25,98,1.7041176557540894
19,82,48,33,1,1,0,15,0,0,1,0,11,8,0,NA,8.826923370361328,4.833333492279053,22,98,1.811561942100525
19,83,48,34,1,1,0,15,0,0,1,0,11,1,0,NA,8.826923370361328,0.1666666716337204,43,NA,2.1391046047210693
19,85,48,36,1,0,0,15,0,0,1,0,11,1,0,NA,10.826923370361328,2.1666667461395264,43,104,2.1928341388702393
19,87,48,38,1,0,0,15,0,0,0,0,11,1,0,NA,12.826923370361328,4.166666507720947,40,104,2.2848706245422363
19,88,48,40,1,0,0,15,0,0,0,0,11,1,1,0,14.211538314819336,5.583333492279053,40,72,2.318559408187866
20,70,48,21,1,0,1,15,0,0,0,0,11,1,0,0,0.5,0.5,40,26,2.018780469894409
20,71,48,22,1,0,1,15,0,0,0,0,11,1,0,0,1.5,1.5,40,52,2.0816657543182373
20,72,48,23,1,0,1,15,0,0,0,0,11,1,0,0,2.403846263885498,0.3333333432674408,40,47,2.1172609329223633
20,73,48,24,1,1,0,15,0,0,0,0,11,1,1,0,3.442307710647583,1.4166666269302368,40,54,2.09989595413208
20,75,48,26,1,1,0,15,0,0,0,0,11,1,NA,0,4.442307472229004,3.4166667461395264,40,52,2.082393169403076
20,77,48,28,1,1,0,15,0,0,0,0,11,1,0,0,5.416666507720947,5.416666507720947,40,40,2.1005802154541016
20,78,48,29,1,1,0,15,0,0,0,0,11,1,0,0,6.493589401245117,6.416666507720947,16,56,1.9903961420059204
20,80,48,31,1,1,0,15,0,0,0,0,11,1,0,NA,8.378204345703125,2,16,98,1.9586950540542603
20,82,48,33,1,1,0,15,0,0,0,0,11,1,0,0,9.916666030883789,3.5833332538604736,16,80,1.9273148775100708
20,83,48,34,1,1,0,15,0,0,0,0,11,1,1,0,10.666666030883789,0.75,14,39,2.0688183307647705
20,85,48,36,1,1,0,15,0,0,0,0,11,1,1,NA,12.51282024383545,1.3333333730697632,16,96,2.1928341388702393
20,87,48,38,1,1,0,15,0,0,0,0,11,1,0,NA,14.51282024383545,3.25,16,104,2.2189126014709473
20,88,48,39,1,1,0,15,0,0,0,0,11,1,1,0,15.85897445678711,4.666666507720947,4,70,2.268183708190918
21,70,48,21,1,0,1,15,0,1,0,0,11,1,NA,0,0.38461539149284363,0.3333333432674408,40,20,1.9075546264648438
21,72,48,23,1,1,0,15,0,0,0,0,11,1,0,0,1.75,1.75,38,53,2.2083449363708496
21,73,48,24,1,1,0,15,0,0,0,0,11,1,0,0,2.769230842590332,2.75,38,53,2.194082736968994
21,75,48,26,1,1,0,15,0,0,0,0,11,1,NA,0,3.42307710647583,1.1666666269302368,24,34,1.9105429649353027
21,85,48,36,1,1,0,15,0,0,0,0,11,3,0,0,10,10,18,NA,0.9855223894119263
22,69,47,21,1,0,1,15,0,0,0,0,11,1,NA,0,0.42307692766189575,0.4166666567325592,40,22,1.9493881464004517
22,70,47,22,1,0,1,15,0,0,0,0,11,1,0,0,1.423076868057251,1.4166666269302368,40,52,1.971228003501892
22,71,47,23,1,1,0,15,0,0,1,0,11,1,0,0,2.4166667461395264,2.4166667461395264,40,51,2.0420007705688477
22,72,47,24,1,1,0,15,0,0,1,0,11,1,0,NA,2.4166667461395264,0.4166666567325592,40,NA,2.3216733932495117
22,73,47,25,1,1,0,15,0,0,1,0,11,1,0,0,3.4358973503112793,1.4166666269302368,40,53,2.3205673694610596
22,75,47,27,1,1,0,15,0,0,0,0,11,1,NA,1,4.185897350311279,0.0833333358168602,40,39,2.3160080909729004
22,77,47,29,1,1,0,15,0,0,0,0,11,1,0,0,4.878205299377441,2.0833332538604736,24,36,2.1295154094696045
22,78,47,30,1,1,0,15,0,0,0,0,11,1,0,0,5.858974456787109,3.0833332538604736,24,51,2.0568413734436035
22,80,47,32,1,1,0,15,0,0,0,0,11,1,0,NA,7.743589878082275,5.083333492279053,24,98,2.1601057052612305
22,82,47,34,1,1,0,15,0,0,0,0,11,1,0,NA,9.628205299377441,7.083333492279053,24,98,2.209372043609619
22,85,47,37,1,1,0,15,0,0,0,0,11,1,0,NA,11.628205299377441,10,20,104,2.2520453929901123
22,87,47,39,1,1,0,15,0,0,0,0,11,1,0,NA,13.628205299377441,1.5,32,104,2.007067918777466
22,88,47,41,1,1,0,15,0,0,0,0,11,1,0,0,15.012821197509766,3,32,72,2.2036452293395996
23,75,46,28,1,1,0,15,1,1,0,0,4,1,NA,0,5.76923131942749,0.1666666716337204,40,15,1.9105429649353027
23,77,46,30,1,1,0,15,1,1,0,0,4,1,0,0,6.384615898132324,1.6666666269302368,40,32,1.8546992540359497
23,82,46,35,1,1,0,15,1,1,0,0,11,1,0,NA,8.923077583312988,1.5833333730697632,15,78,1.8562976121902466
23,83,46,36,1,1,0,15,1,1,0,0,11,1,0,0,9.961539268493652,2.5833332538604736,10,54,1.8737951517105103
23,87,46,40,1,1,0,15,1,1,0,0,11,1,0,NA,13.961539268493652,6.666666507720947,40,104,1.7964861392974854
23,88,46,42,1,1,0,15,1,1,0,0,11,1,0,0,15.346155166625977,8.083333015441895,45,72,2.085862159729004
24,68,46,21,1,1,0,14,1,0,0,0,11,1,NA,0,0.5833333134651184,0.5833333134651184,40,19,1.3722001314163208
24,69,46,22,1,1,0,14,1,0,0,0,11,1,NA,0,1.5833332538604736,0.6666666865348816,40,52,1.9493881464004517
24,70,46,23,1,1,0,14,1,0,0,0,11,1,0,0,2.6217947006225586,1.6666666269302368,40,54,2.0000293254852295
24,71,46,24,1,1,0,14,1,0,0,0,11,1,NA,0,2.6794869899749756,1.75,40,3,2.087566614151001
24,72,46,25,1,1,0,14,1,0,0,0,11,1,0,0,3.5064101219177246,0.75,16,43,2.099055051803589
24,73,46,26,1,1,0,14,1,0,0,0,11,1,0,0,4.506410121917725,1.8333333730697632,16,52,2.0388083457946777
24,75,46,28,1,1,0,14,1,0,0,0,11,1,NA,0,5.0833330154418945,3.8333332538604736,16,30,1.8800835609436035
24,77,46,30,1,1,0,14,1,0,0,0,11,1,0,0,5.275640487670898,0.3333333432674408,16,10,1.806147575378418
24,78,46,31,1,1,0,14,1,0,0,0,11,1,0,0,6.352563858032227,1.4166666269302368,16,56,1.8579542636871338
24,80,46,33,1,1,0,14,1,0,0,0,11,1,1,NA,8.237178802490234,3.25,16,98,1.9986045360565186
24,82,46,35,1,1,0,14,1,0,0,0,11,1,0,NA,10.121793746948242,5.25,24,98,2.162172317504883
24,83,46,36,1,1,0,14,1,0,0,0,11,1,0,0,11.121793746948242,0,24,52,2.1196868419647217
24,85,46,38,1,1,0,14,1,0,0,0,11,1,0,NA,13.121793746948242,0,24,104,2.3079464435577393
24,87,46,40,1,1,0,14,1,0,0,0,11,1,0,NA,15.121793746948242,2,24,104,2.386735200881958
24,88,46,41,1,1,0,14,1,0,0,0,11,1,0,0,16.467947006225586,3.4166667461395264,24,70,2.4064950942993164
25,68,46,22,1,1,0,14,1,0,1,0,11,1,NA,0,0.5,0.5,40,20,1.8856028318405151
25,69,46,23,1,1,0,14,1,0,1,0,11,1,NA,0,1.5,1.5,40,52,1.9902104139328003
25,70,46,24,1,1,0,14,1,0,1,0,11,1,0,0,2.538461685180664,2.5,40,54,2.0432465076446533
25,71,46,25,1,1,0,14,1,0,1,0,11,1,NA,0,3.153846263885498,2.8333332538604736,40,32,2.1680541038513184
25,75,46,29,1,1,0,14,1,0,1,0,11,1,NA,0,5.769230842590332,1.5,24,52,2.0781736373901367
25,77,46,30,1,1,0,14,1,0,1,0,11,1,0,0,6.769230842590332,3.4166667461395264,24,52,2.109713315963745
25,78,46,32,1,1,0,14,1,0,1,0,11,1,0,0,7.807692527770996,4.5,24,54,2.115783929824829
25,80,46,33,1,1,0,14,1,0,1,0,11,8,0,NA,9.69230842590332,6.416666507720947,24,98,2.096897840499878
25,82,46,35,1,1,0,14,1,0,1,0,11,1,0,NA,11.576923370361328,8.416666984558105,24,98,2.226783037185669
25,83,46,36,1,1,0,14,1,0,1,0,11,1,0,0,12.576923370361328,0,24,52,2.3111934661865234
25,85,46,38,1,1,0,14,1,0,1,0,11,1,0,NA,14.576923370361328,2,24,104,2.154092788696289
25,87,46,41,1,1,0,14,1,0,1,0,11,1,0,NA,16.576923370361328,4.083333492279053,40,104,2.266835927963257
25,88,46,42,1,1,0,14,1,0,1,0,11,1,0,0,17.75,5.416666507720947,40,61,2.259814977645874
26,68,44,23,1,0,1,14,1,0,0,0,11,1,NA,0,0.5,0.5,40,20,1.934577226638794
